# STSCI IR Throughput data from http://www.stsci.edu/hst/instrumentation/wfc3/performance/throughputs
# Downloaded 08/22/2019
# Wavelength (Angstrom) Throughput (0-1)
7999.0 0.0
8000.0 3.540206313884584e-05
8002.2001953125 3.129211680389171e-05
8010.0 3.621942180764712e-05
8020.0 4.256455186290471e-05
8030.0 4.8939946164916e-05
8040.0 5.533719222087902e-05
8050.0 6.176195667913616e-05
8052.2138671875 6.318798831526044e-05
8060.0 6.328714860561018e-05
8070.0 6.341468635167086e-05
8080.0 6.354254259854838e-05
8090.0 6.367071817824958e-05
8100.0 6.379898999869976e-05
8102.2275390625 6.382761430877161e-05
8110.0 5.896671805162755e-05
8120.0 5.2688827964249544e-05
8130.0 4.6384180178874006e-05
8140.0 4.005260550778689e-05
8150.0 3.3693974190905175e-05
8152.24072265625 3.226548751218619e-05
8160.0 3.231885209956588e-05
8170.0 3.23877319558269e-05
8180.0 3.2456679251157466e-05
8190.0 3.258926878461969e-05
8200.0 3.2722245529001586e-05
8202.25390625 3.2750795146724014e-05
8210.0 3.284599384966757e-05
8220.0 3.296922458096272e-05
8230.0 3.309277916586457e-05
8240.0 3.31930795786994e-05
8250.0 3.329357156860965e-05
8252.267578125 3.331637875167764e-05
8260.0 3.339886081865154e-05
8270.0 3.350563576704015e-05
8280.0 3.3612653053498346e-05
8290.0 3.3719838936492514e-05
8300.0 3.382715248553818e-05
8302.28125 3.385167196675251e-05
8310.0 3.393262706484986e-05
8320.0 3.403764607885967e-05
8330.0 3.414277043097053e-05
8340.0 3.4248121471535326e-05
8350.0 3.4353569446888496e-05
8360.0 3.445924438001361e-05
8370.0 3.4491920772232364e-05
8380.0 3.452452863019975e-05
8390.0 3.4557187734789826e-05
8400.0 3.4589835443460374e-05
8410.0 3.461570319370938e-05
8420.0 3.46415144122248e-05
8430.0 3.466738964835787e-05
8440.0 3.469326862182724e-05
8450.0 3.471914605112476e-05
8460.0 3.4745090040165137e-05
8470.0 3.477104061409124e-05
8480.0 3.479710249430703e-05
8490.0 3.4823622235858496e-05
8500.0 3.485104175715814e-05
8510.0 3.4900449025885065e-05
8520.0 3.495073038847303e-05
8530.0 3.500137990248278e-05
8540.0 3.505217215614767e-05
8550.0 3.506323035722652e-05
8560.0 3.507423624852264e-05
8570.0 3.5085086745238536e-05
8580.0 3.509588978490969e-05
8590.0 3.510658678530672e-05
8600.0 3.511711995161248e-05
8610.0 3.512195000335056e-05
8620.0 3.512666363790905e-05
8630.0 3.513127128921081e-05
8640.0 3.5189895051546474e-05
8650.0 3.524843132949085e-05
8660.0 3.5306813127386086e-05
8670.0 3.536515108266824e-05
8680.0 3.5423397081718366e-05
8690.0 3.5481539378196764e-05
8700.0 3.553959907212992e-05
8710.0 3.55974926740424e-05
8720.0 3.565534723117721e-05
8730.0 3.588141729549227e-05
8740.0 3.610840769255313e-05
8750.0 3.6336323587515004e-05
8760.0 3.6565158818059154e-05
8770.0 3.679486063865137e-05
8780.0 3.702555175202774e-05
8790.0 3.7257174345293586e-05
8800.0 3.748972242741693e-05
8810.0 3.7670686114744856e-05
8820.0 3.7852021355284975e-05
8830.0 3.803386422481995e-05
8840.0 3.828058516249224e-05
8850.0 3.852833171554165e-05
8860.0 3.877711820445771e-05
8870.0 3.9026938132786246e-05
8880.0 3.9277741321554805e-05
8890.0 3.95296466301826e-05
8900.0 3.9782592509110155e-05
8910.0 3.9879381869357406e-05
8920.0 3.997619302258449e-05
8930.0 4.010615726192417e-05
8940.0 4.02031341529438e-05
8950.0 4.030006798724791e-05
8960.0 4.0430539875850945e-05
8970.0 4.052788638807219e-05
8980.0 4.065929634597273e-05
8990.0 4.075763163431623e-05
9000.0 4.08561863141265e-05
9010.0 4.0893844479610145e-05
9020.0 4.089831530094326e-05
9030.0 4.09373189914555e-05
9040.0 4.0977552421466106e-05
9050.0 4.101841552084909e-05
9060.0 4.109395461152181e-05
9070.0 4.1135967137446156e-05
9080.0 4.121282635557665e-05
9090.0 4.125591191941859e-05
9100.0 4.1299569000924745e-05
9110.0 4.13780870833517e-05
9120.0 4.142275317559422e-05
9130.0 4.150241545340778e-05
9140.0 4.1547973976625006e-05
9150.0 4.162871601436425e-05
9160.0 4.16751654427084e-05
9170.0 4.175687676692528e-05
9180.0 4.1804145074596794e-05
9190.0 4.188675098861297e-05
9200.0 4.1934779022328574e-05
9210.0 4.198978628394504e-05
9220.0 4.200999006608584e-05
9230.0 4.2065719515363466e-05
9240.0 4.2123399542034395e-05
9250.0 4.22167192916505e-05
9260.0 4.2274978357277105e-05
9270.0 4.23689759136178e-05
9280.0 4.2427690918449805e-05
9290.0 4.2522292167240295e-05
9300.0 4.258146407950659e-05
9310.0 4.267662598407098e-05
9320.0 4.2736182805798364e-05
9330.0 4.2831820382950724e-05
9340.0 4.2891634257127484e-05
9350.0 4.298769973273366e-05
9360.0 4.304771630754969e-05
9370.0 4.314420501021207e-05
9380.0 4.320434682035243e-05
9390.0 4.330105624962662e-05
9400.0 4.3397996979084594e-05
9410.0 4.341761163593704e-05
9420.0 4.347381494633522e-05
9430.0 4.349334784266096e-05
9440.0 4.357378149802291e-05
9450.0 4.36174069966498e-05
9460.0 4.369782438631546e-05
9470.0 4.377823918219513e-05
9480.0 4.382164270311277e-05
9490.0 4.390198008310093e-05
9500.0 4.398230415633678e-05
9510.0 4.401841992361975e-05
9520.0 4.409159360444411e-05
9530.0 4.412733565078872e-05
9540.0 4.4200258676100665e-05
9550.0 4.427301974851579e-05
9560.0 4.430804328903058e-05
9570.0 4.438042680925231e-05
